iter	RMSE
294	0.04131526716
295	0.04109526301
296	0.04072279921
297	0.04068025428
298	0.04037098221
299	0.04019836636
300	0.03988964323
301	0.03976580649
302	0.03950347674
303	0.03929621049
304	0.03925820923
305	0.03900233792
306	0.03870795391
307	0.03836439375
308	0.03806398776
309	0.03787545703
310	0.03759131838
311	0.03735564142
312	0.03707594827
313	0.03682371127
314	0.03650047691
315	0.03639162007
316	0.03635801274
317	0.03611115409
318	0.03591080676
319	0.03576822462
320	0.03564011168
321	0.0355839267
322	0.03546898991
323	0.03525241871
324	0.03499437637
325	0.03478948523
326	0.03461781366
327	0.03447504761
328	0.03435257649
329	0.03414354866
330	0.03388838245
331	0.0336377412
332	0.03334512928
333	0.03318344486
334	0.03315349088
335	0.03294368583
336	0.03280878461
337	0.0326998939
338	0.03254540276
339	0.03232384071
340	0.0322056235
341	0.03198284717
342	0.03181961121
343	0.03179647419
344	0.03176863698
345	0.03157130722
346	0.03140014518
347	0.03117076836
348	0.03115192787
349	0.03097748361
350	0.03080123483
351	0.03063421862
352	0.03058330935
353	0.03033669625
354	0.03019767057
355	0.03017866871
356	0.030160864
357	0.02996841191
358	0.02974064982
359	0.02967542321
360	0.02945187523
361	0.02926960342
362	0.02905725409
363	0.02890111464
364	0.02874760006
365	0.02861893533
366	0.02852422189
367	0.02843117827
368	0.028294486
369	0.02809294802
370	0.02789698103
371	0.02776405868
372	0.02762690493
373	0.02754055438
374	0.0273812582
375	0.02723045958
376	0.02703898947
377	0.02685996163
378	0.02680442221
379	0.02668691025
380	0.02662774449
381	0.02652416518
382	0.02640499385
383	0.02625831909
384	0.02607485837
385	0.0259645638
386	0.02584235408
387	0.02564431311
388	0.02557327031
389	0.02545790413
390	0.02536110542
391	0.02531052064
392	0.02516124234
393	0.02501551394
394	0.02493425668
395	0.02492038602
396	0.02477817276
397	0.02466531711
398	0.02455990787
399	0.02454666448
400	0.02440220509
401	0.02427848115
402	0.0242173225
403	0.02408043899
404	0.02398238425
405	0.02389009705
406	0.02387790129
407	0.02374003322
408	0.02372914037
409	0.02370130109
410	0.0235721559
411	0.02345976312
412	0.02335128662
413	0.02319910588
414	0.02307821205
415	0.02306701527
416	0.02291522431
417	0.02284060089
418	0.02277958663
419	0.02268468518
420	0.02262117603
421	0.02255464934
422	0.02241464278
423	0.02230786464
424	0.02227939369
425	0.02226963001
426	0.02215814724
427	0.02204932991
428	0.02199001859
429	0.02198075105
430	0.02187744728
431	0.02179545156
432	0.02169049208
433	0.02160068195
434	0.02150044378
435	0.02141509272
436	0.02140162294
437	0.02137091826
438	0.02128097328
439	0.02125891661
440	0.02116247518
441	0.02115514586
442	0.02110386253
443	0.02108241469
444	0.02107539797
445	0.02102149402
446	0.02095425724
447	0.02092655606
448	0.02091846232
449	0.02081349216
450	0.02070109539
451	0.02059235068
452	0.02050440578
453	0.02049798902
454	0.02043306633
455	0.02042527279
456	0.02035921374
457	0.02035330244
458	0.02027716711
459	0.02024277515
460	0.02014912497
461	0.02005040492
462	0.0200252305
463	0.01997684968
464	0.01996978528
465	0.01990405531
466	0.01983584136
467	0.0197938185
468	0.01978675066
469	0.01977753492
470	0.01968203976
471	0.01960859275
472	0.01958164255
473	0.01955154476
474	0.01947632981
475	0.01945327117
476	0.01944664377
477	0.01937388309
478	0.01930949471
479	0.01926529151
480	0.0192124261
481	0.01920617357
482	0.01908701756
483	0.01906841125
484	0.01897251661
485	0.01891452522
486	0.01886610989
487	0.01877406497
488	0.01871380293
489	0.01862825698
490	0.01856233921
491	0.01853005114
492	0.01852386574
493	0.01851574376
494	0.01847930444
495	0.0184546768
496	0.01837206817
497	0.01832149359
498	0.01829626449
499	0.01825387422
500	0.01824621596
501	0.01822294531
502	0.01816033803
503	0.01811489629
504	0.01807463405
505	0.01805255276
506	0.01803450506
507	0.0180289432
508	0.01795988189
509	0.01788060071
510	0.01783537412
511	0.01782992876
512	0.01777510281
513	0.01775213372
514	0.01774687339
515	0.01774011057
516	0.0176972729
517	0.01761826051
518	0.0175966064
519	0.01753730466
520	0.01753087433
521	0.01752461558
522	0.01749085939
523	0.01748621015
524	0.01741752093
525	0.0173636004
526	0.01734563584
527	0.01731249054
528	0.01726687285
529	0.0172251683
530	0.0171705792
531	0.01714811242
532	0.01709349862
533	0.01703227005
534	0.0169709385
535	0.01694838809
536	0.01688321063
537	0.01684693088
538	0.0167972196
539	0.01673196076
540	0.01669078737
541	0.01664107123
542	0.01660612528
543	0.01654239195
544	0.01652722736
545	0.01651056728
546	0.01647464398
547	0.01646108741
548	0.01642783053
549	0.01640040703
550	0.01638179354
551	0.0163022202
552	0.01627614277
553	0.01622644067
554	0.01618701364
555	0.0161720785
556	0.01611390249
557	0.01607626136
558	0.01605722977
559	0.01599068
560	0.01596685538
561	0.01596164057
562	0.01595451487
563	0.01594161254
564	0.01589435718
565	0.01588055541
566	0.01587565624
567	0.01583321591
568	0.01578482208
569	0.01576042704
570	0.01575376205
571	0.01571724588
572	0.01569900674
573	0.01568473341
574	0.01564498552
575	0.01561320396
576	0.01555365802
577	0.0155198161
578	0.01548572359
579	0.01547981819
580	0.01547562527
581	0.01541650241
582	0.01539734492
583	0.01538094225
584	0.01531927874
585	0.01526336415
586	0.0152185543
587	0.01517929308
588	0.01514539923
589	0.01511925654
590	0.01510172002
591	0.01506054746
592	0.0150565967
593	0.01500440543
594	0.01497013273
595	0.01496332717
596	0.01494422506
597	0.01489636906
598	0.01486468087
599	0.01481675779
600	0.01481323591
601	0.01480389694
602	0.01479710316
603	0.01477051329
604	0.01474208039
605	0.01471823376
606	0.01470122846
607	0.01467969999
608	0.01464861311
609	0.01463353228
610	0.01460916533
611	0.01457512503
612	0.01453998529
613	0.01451809413
614	0.01448761845
615	0.01448296003
616	0.0144588857
617	0.01444185735
618	0.01440787387
619	0.01438071835
620	0.01435905443
621	0.01434881153
622	0.01434555013
623	0.01430830287
624	0.01430536395
625	0.01429545651
626	0.01427020484
627	0.01424263971
628	0.01422828391
629	0.01419997666
630	0.01418029241
631	0.01415331704
632	0.014125388
633	0.01408458157
634	0.01405163976
635	0.01402107437
636	0.01399427815
637	0.01397139605
638	0.01395052215
639	0.013934605
640	0.01393169205
641	0.0139091325
642	0.01390467999
643	0.01388261498
644	0.01386415444
645	0.01383646026
646	0.01381204107
647	0.01379224468
648	0.01376393471
649	0.01376015235
650	0.01375134214
651	0.01373468308
652	0.01371547975
653	0.01368764254
654	0.01368245821
655	0.01365395315
656	0.01362629082
657	0.01360290585
658	0.01358713613
659	0.01355824767
660	0.01352679329
661	0.0135231284
662	0.01351982433
663	0.01351326518
664	0.01351079779
665	0.01349237579
666	0.01346611179
667	0.01344768553
668	0.01344501376
669	0.01342162507
670	0.01340253722
671	0.01339992473
672	0.0133973881
673	0.01338602524
674	0.01337499457
675	0.01335410417
676	0.01334669187
677	0.01334463712
678	0.01332455119
679	0.01330724448
680	0.0132844217
681	0.0132697369
682	0.01324978292
683	0.01323675754
684	0.01321603235
685	0.01319361212
686	0.01317101106
687	0.01316290676
688	0.0131475683
689	0.01313291185
690	0.01313083853
691	0.01310676522
692	0.01308547251
693	0.0130727827
694	0.01305357728
695	0.01303313703
696	0.01302326185
697	0.01300537105
698	0.01299569926
699	0.01296991045
700	0.01295420589
701	0.01294437141
702	0.01293035109
703	0.01292069192
704	0.01291283488
705	0.01289856011
706	0.01287235191
707	0.01285384389
708	0.01282871397
709	0.01282491278
710	0.01280700471
711	0.01278175722
712	0.01276172829
713	0.01275307579
714	0.01273605452
715	0.01271903261
716	0.012699156
717	0.01269691046
718	0.01267885528
719	0.01266221609
720	0.0126459545
721	0.01264368577
722	0.01261860841
723	0.01260824656
724	0.01260163333
725	0.01259995158
726	0.0125844539
727	0.01257763822
728	0.01257556909
729	0.01256163414
730	0.01253864059
731	0.01252193714
732	0.01249738124
733	0.0124863671
734	0.01247245619
735	0.01245720183
736	0.01245397227
737	0.01245229834
738	0.01243575769
739	0.01242968823
740	0.0124212956
741	0.01241919584
742	0.01240501561
743	0.01239328626
744	0.01239197195
745	0.01237595144
746	0.01236251637
747	0.01234738632
748	0.01232875621
749	0.01231698036
750	0.01230754903
751	0.01229392615
752	0.01228925421
753	0.01227669245
754	0.01227032657
755	0.01226248351
756	0.01225693358
757	0.01224189018
758	0.0122312962
759	0.01221767659
760	0.01220221715
761	0.01219001406
762	0.0121788075
763	0.01216412775
764	0.01216252085
765	0.0121584889
766	0.01214794408
767	0.01213504329
768	0.01213349634
769	0.01212322516
770	0.01212172458
771	0.01210643824
772	0.01209119076
773	0.01208101784
774	0.01207823333
775	0.01207687089
776	0.01206357461
777	0.01206219483
778	0.01205359992
779	0.01204237727
780	0.01203803854
781	0.01203226482
782	0.01202274362
783	0.01201514462
784	0.01200467764
785	0.01198880093
786	0.01197272049
787	0.01196598073
788	0.01195342053
789	0.01194308187
790	0.01193689508
791	0.01193566501
792	0.01192293647
793	0.01191606728
794	0.01191442034
795	0.0119025035
796	0.01189602511
797	0.01188906381
798	0.01187949103
799	0.01186881116
800	0.01185851715
801	0.01184519303
802	0.01183705662
803	0.0118280712
804	0.01182097047
805	0.01181147257
806	0.01180993022
807	0.0118084402
808	0.01179872493
809	0.01179125332
810	0.01178348148
811	0.01177886665
812	0.01177062841
813	0.01176028105
814	0.01175094916
815	0.01174495201
816	0.01174389105
817	0.01173761807
818	0.01172960293
819	0.01172858614
820	0.01172286965
821	0.01171306374
822	0.01171073501
823	0.01170216386
824	0.01169455537
825	0.01168437573
826	0.01168351539
827	0.01167325139
828	0.01166423071
829	0.0116540205
830	0.01165264765
831	0.01164542962
832	0.0116386535
833	0.01163237145
834	0.01163155079
835	0.0116287642
836	0.01161862756
837	0.01161341615
838	0.01160609831
839	0.01159874712
840	0.01159334135
841	0.01158876645
842	0.01158067401
843	0.01157212964
844	0.01156464144
845	0.0115527915
846	0.01154518799
847	0.01153753829
848	0.0115238436
849	0.01151833875
850	0.01151238983
851	0.01150833526
852	0.01150110553
853	0.01149059055
854	0.01148905598
855	0.01147994191
856	0.01147159071
857	0.01146808899
858	0.01146255113
859	0.01146109941
860	0.0114553584
861	0.01145429315
862	0.01144620286
863	0.01144528132
864	0.0114444665
865	0.01143851848
866	0.01143273635
867	0.01142715399
868	0.01142635322
869	0.01142552187
870	0.01142106211
871	0.01141419746
872	0.01141210884
873	0.01140350553
874	0.01140270239
875	0.0113947366
876	0.01139394099
877	0.01138556544
878	0.01138105828
879	0.01137864621
880	0.01137508917
881	0.01136843039
882	0.01136051943
883	0.01135005114
884	0.01134818533
885	0.01134157981
886	0.01133529157
887	0.01133015237
888	0.01132870917
889	0.01132662257
890	0.01131825652
891	0.01131243477
892	0.01130763148
893	0.01130088871
894	0.0112997341
895	0.01129578799
896	0.01128785534
897	0.01128719005
898	0.01128057251
899	0.0112798119
900	0.01126995377
901	0.01126510336
902	0.01125868464
903	0.01125030013
904	0.01124439229
905	0.01123614812
906	0.01123560572
907	0.01122395401
908	0.01121973117
909	0.01121365751
910	0.0112104445
911	0.01120560328
912	0.01119889136
913	0.01119823739
914	0.01119631298
915	0.01119582222
916	0.01119251761
917	0.01118732159
918	0.01118167853
919	0.01117308109
920	0.01116855488
921	0.01116798394
922	0.01116198437
923	0.01115778455
924	0.01115433728
925	0.01114987074
926	0.01114248967
927	0.01113819155
928	0.01113176428
929	0.01113111911
930	0.01112571924
931	0.01112063195
932	0.01111660208
933	0.01111197089
934	0.0111111566
935	0.01110774888
936	0.01110474314
937	0.01109958486
938	0.01109525233
939	0.01108810199
940	0.01108014632
941	0.01107521106
942	0.01107300908
943	0.01106963723
944	0.01106320558
945	0.01106100946
946	0.0110578106
947	0.01105298567
948	0.01104979859
949	0.01104609639
950	0.01104310303
951	0.01103924896
952	0.01103507498
953	0.01103301414
954	0.0110301319
955	0.01102745207
956	0.01102238254
957	0.01101970719
958	0.01101938706
959	0.01101440676
960	0.01100987292
961	0.01100341549
962	0.01099904435
963	0.01099354203
964	0.01099187676
965	0.01098771307
966	0.01098365672
967	0.01098083852
968	0.01097521644
969	0.0109699108
970	0.01096696814
971	0.01096657545
972	0.01096066169
973	0.01095623152
974	0.0109519023
975	0.0109457981
976	0.01093814073
977	0.01093507098
978	0.01093132387
979	0.01092862733
980	0.0109281957
981	0.01092792035
982	0.0109246528
983	0.0109211497
984	0.01091876197
985	0.01091819951
986	0.01091435698
987	0.01091092064
988	0.01090717954
989	0.01090280374
990	0.01089831723
991	0.0108951148
992	0.01089235621
993	0.01088957067
994	0.01088468376
995	0.01087814649
996	0.01087465885
997	0.01087111875
998	0.01086749821
999	0.01086681591
